geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
5724,-23.63073693828196,-46.73651846084102,sao paulo,SP
5734,-23.62615314929649,-46.74691974117254,sao paulo,SP
5767,-23.63133471752179,-46.75945889273972,sao paulo,SP
5763,-23.642000682560305,-46.760385963274885,sao paulo,SP
5754,-23.61935913765944,-46.75424524187779,sao paulo,SP
5711,-23.611497852617035,-46.74395092907849,sao paulo,SP
5729,-23.63329280322003,-46.73784151540766,sao paulo,SP
5791,-23.64976236303304,-46.782368874545575,sao paulo,SP
5797,-23.657046684430707,-46.77487448320736,sao paulo,SP
5712,-23.621218014623533,-46.730938112555634,sao paulo,SP
5727,-23.625590333054426,-46.73905080544173,sao paulo,SP
5730,-23.633964565641403,-46.74107526602805,sao paulo,SP
5789,-23.656650160424697,-46.77635938288413,sao paulo,SP
5772,-23.63772854593455,-46.75823555759132,sao paulo,SP
5731,-23.63933091257429,-46.74136005926474,sao paulo,SP
5857,-23.65656157967509,-46.77925716266672,sao paulo,SP
5882,-23.683086209273448,-46.78696567415893,sao paulo,SP
5847,-23.653066023313517,-46.74602714141034,sao paulo,SP
5835,-23.65313653566277,-46.75922277560735,sao paulo,SP
5813,-23.6563369483522,-46.73044073141923,sao paulo,SP
5805,-23.651355387214583,-46.733743760102726,sao paulo,SP
5886,-23.679010904807125,-46.79185744851908,sao paulo,SP
5856,-23.652995112960937,-46.78211825214959,sao paulo,SP
5849,-23.651114842510157,-46.75521082321932,sao paulo,SP
5879,-23.68640097530149,-46.79388410713256,sao paulo,SP
5890,-23.66734335045476,-46.78750322877922,são paulo,SP
5812,-23.657102948092827,-46.73313710866176,são paulo,SP
6083,-23.5432607129957,-46.7775246695713,osasco,SP
6033,-23.562275627243423,-46.77786620774424,osasco,SP
6045,-23.569732058283808,-46.794309966703146,osasco,SP
6097,-23.528128203061986,-46.77680754732808,osasco,SP
6040,-23.57022881903173,-46.78203873576096,osasco,SP
6018,-23.54001991369947,-46.77765642117263,osasco,SP
6020,-23.53538565178984,-46.76092361691542,osasco,SP
6080,-23.544421691355613,-46.78839877935824,osasco,SP
6060,-23.552456794881493,-46.78012559033992,osasco,SP
6056,-23.565986162357948,-46.78504212655093,osasco,SP
6023,-23.54409619233656,-46.76689678195532,osasco,SP
6160,-23.56267680949066,-46.80937040670384,osasco,SP
6162,-23.55775014393556,-46.80815711799397,osasco,SP
6144,-23.56949384569213,-46.8037303756421,osasco,SP
6154,-23.55920378766813,-46.80348418373821,osasco,SP
6194,-23.52517861143172,-46.80307405995724,osasco,SP
6226,-23.50902539056533,-46.77749182278458,osasco,SP
6233,-23.51236148932418,-46.78486267055226,osasco,SP
6266,-23.48960523619365,-46.79252124522469,osasco,SP
6268,-23.502832083530578,-46.78519421885273,osasco,SP
6270,-23.49708886034903,-46.771496572731024,osasco,SP
6342,-23.58361358776967,-46.82348459106787,carapicuiba,SP
6332,-23.545282500000003,-46.828647,carapicuiba,SP
6365,-23.548007803126943,-46.8485750585056,carapicuiba,SP
6330,-23.55971076646229,-46.8303535073357,carapicuiba,SP
6315,-23.52730267158435,-46.83872492787823,carapicuiba,SP
6341,-23.57241932843741,-46.81653106742156,carapicuiba,SP
6311,-23.5215728152839,-46.8470896586926,carapicuiba,SP
6449,-23.5427504782077,-46.86625768361591,barueri,SP
6472,-23.48430859074361,-46.84897173739372,barueri,SP
6465,-23.507407290616538,-46.84703285302898,barueri,SP
6429,-23.491791912543025,-46.94733309700014,barueri,SP
6445,-23.530168828724,-46.86460277776005,barueri,SP
6434,-23.53558353710553,-46.88310044870239,barueri,SP
6550,-23.4147842109558,-46.9744489453111,pirapora do bom jesus,SP
6540,-23.45999953873564,-46.879733658501294,santana de parnaiba,SP
6541,-23.463713095897067,-46.87010195618704,santana de parnaíba,SP
6543,-23.45958665954217,-46.81783648621917,santana de parnaiba,SP
6544,-23.463669949766263,-46.867870523601965,santana de parnaiba,SP
6519,-23.49413311227142,-46.97080924393411,santana de parnaiba,SP
6515,-23.47612082653356,-46.89640352164008,santana de parnaiba,SP
6528,-23.40706624646544,-46.89669664377628,santana de parnaíba,SP
6506,-23.419753962259747,-46.95925190896761,santana de parnaiba,SP
6624,-23.54491726524064,-46.909179399440994,jandira,SP
6653,-23.547864497191817,-46.92542765190682,itapevi,SP
6663,-23.56337220714669,-46.93710104735605,itapevi,SP
6606,-23.531476079445984,-46.90740942248553,jandira,SP
6696,-23.52675976321213,-46.94317674153119,itapevi,SP
6602,-23.53266349887183,-46.89603986384248,jandira,SP
6630,-23.556253381296266,-46.88908211526454,jandira,SP
6716,-23.60522961818243,-46.90761789965579,cotia,SP
6756,-23.606386840958358,-46.76874080680691,taboao da serra,SP
6730,-23.659233203083232,-46.99692810611056,vargem grande paulista,SP
6705,-23.59181277854835,-46.880646415247824,cotia,SP
6775,-23.638223126839392,-46.801967395781645,taboão da serra,SP
6765,-23.623297507355577,-46.769556898983055,taboao da serra,SP
6704,-23.566410360148463,-46.92207458901101,cotia,SP
6783,-23.629611017485143,-46.78773145475794,taboao da serra,SP
6711,-23.6150603215516,-46.837480828765536,cotia,SP
6713,-23.615928708516527,-46.84997839900814,cotia,SP
6717,-23.6051651312828,-46.92504614654623,cotia,SP
6708,-23.58516238605811,-46.8418149476888,cotia,SP
6780,-23.617823004822213,-46.79358236394467,taboao da serra,SP
6715,-23.60931570674486,-46.8753062213065,cotia,SP
6768,-23.607693000000005,-46.75265774999998,taboao da serra,SP
6753,-23.60435412545441,-46.75198912308847,taboao da serra,SP
6702,-23.580893514570946,-46.924123919095166,cotia,SP
6720,-23.636208457701084,-46.9756788948205,cotia,SP
6795,-23.615066461567263,-46.79855272938433,taboao da serra,SP
6793,-23.619672721933625,-46.81016057837504,taboao da serra,SP
6803,-23.64698286895065,-46.8457050644261,embu das artes,SP
6871,-23.72033746105922,-46.85362208015704,itapecerica da serra,SP
6823,-23.671959474609,-46.80336321397664,embu das artes,SP
6872,-23.732035438802,-46.8566753001616,itapecerica da serra,SP
6816,-23.645106,-46.83806297056964,embu das artes,SP
6853,-23.68913659838998,-46.85084778934157,itapecerica da serra,SP
6900,-23.82852167738724,-46.814795982633896,embu-guacu,SP
7084,-23.453200132516344,-46.484469408993874,guarulhos,SP
7061,-23.451109595620025,-46.55006957063305,guarulhos,SP
7023,-23.478156,-46.5416505,guarulhos,SP
7024,-23.471140526227718,-46.545920847769615,guarulhos,SP
7044,-23.48032754593456,-46.55338010352588,guarulhos,SP
7031,-23.496488565250488,-46.54671310832206,guarulhos,SP
7097,-23.44634995836461,-46.54365549347912,guarulhos,SP
7043,-23.484869015263445,-46.55279727768482,guarulhos,SP
7032,-23.50542926894224,-46.54869177407812,guarulhos,SP
7080,-23.444232506520866,-46.54848453344108,guarulhos,SP
7094,-23.45088569608748,-46.54498377407813,guarulhos,SP
7083,-23.43992670330083,-46.55230394324541,guarulhos,SP
7054,-23.465607904524205,-46.55524175728547,guarulhos,SP
7077,-23.43410150291419,-46.55347243450285,guarulhos,SP
7056,-23.459393645572977,-46.56533488185765,guarulhos,SP
7133,-23.44007914793122,-46.51144923980033,guarulhos,SP
7144,-23.41680789286744,-46.50745327116394,guarulhos,SP
7197,-23.46307610751172,-46.51553610303015,guarulhos,SP
7112,-23.465304114698757,-46.51148732089968,guarulhos,SP
7151,-23.40768214432454,-46.45521436372553,guarulhos,SP
7174,-23.425946339725343,-46.42940633972533,guarulhos,SP
7113,-23.461303138496163,-46.518866387039054,guarulhos,SP
7152,-23.40802531933689,-46.47133305879546,guarulhos,SP
7140,-23.42207596280801,-46.49318406994056,guarulhos,SP
7170,-23.4319484074384,-46.44869453427779,guarulhos,SP
7124,-23.42468549125742,-46.53172199125743,guarulhos,SP
7135,-23.422313378296494,-46.520062240348594,guarulhos,SP
7193,-23.44736411878931,-46.5033182164868,guarulhos,SP
7160,-23.411582298084145,-46.44838156702636,guarulhos,SP
7176,-23.40949927477061,-46.39656594240867,guarulhos,SP
7192,-23.451856155981304,-46.50616235789715,guarulhos,SP
7194,-23.444148887039063,-46.50655197737896,guarulhos,SP
7120,-23.45269640383172,-46.52468869539498,guarulhos,SP
7122,-23.447025555369624,-46.519970678602334,guarulhos,SP
7183,-23.44549010713256,-46.45827561587512,guarulhos,SP
7240,-23.44504860421836,-46.43848654884874,guarulhos,SP
7210,-23.46085206994057,-46.44126771135092,guarulhos,SP
7400,-23.39888374540156,-46.32526700508771,aruja,SP
7411,-23.40112949486411,-46.34138851387846,aruja,SP
7500,-23.313367272379296,-46.23184349266853,santa isabel,SP
7600,-23.323581622627877,-46.571516434161296,mairipora,SP
7700,-23.36233213890305,-46.74058494125767,caieiras,SP
7714,-23.34919431729901,-46.758603833385294,caieiras,SP
7790,-23.406238298215783,-46.84102497498486,cajamar,SP
7810,-23.327944593668764,-46.7649382331396,franco da rocha,SP
7990,-23.27750633679461,-46.73842567413335,francisco morato,SP
8030,-23.49997012461769,-46.42365639286743,sao paulo,SP
8011,-23.496403578683147,-46.44510648389983,são paulo,SP
8041,-23.515379054872383,-46.43703357172863,são paulo,SP
8060,-23.501974767413024,-46.453601609210025,sao paulo,SP
8190,-23.48870639938831,-46.395040133360254,sao paulo,SP
8111,-23.49788624202203,-46.37201669248079,sao paulo,SP
8180,-23.48770416180969,-46.41534043450283,sao paulo,SP
8290,-23.551013388568272,-46.44848890729416,sao paulo,SP
8275,-23.57714001165677,-46.48276229003407,sao paulo,SP
8225,-23.524074769667923,-46.45826882323692,sao paulo,SP
8230,-23.516640708270582,-46.44751393882982,sao paulo,SP
8235,-23.521240524642884,-46.465711907859145,sao paulo,SP
8215,-23.54052887362136,-46.44848419206763,sao paulo,SP
8223,-23.523367358589653,-46.46705568665242,sao paulo,SP
8270,-23.56336298733478,-46.4596838214109,sao paulo,SP
8280,-23.56180201082004,-46.47968149264242,sao paulo,SP
8250,-23.539824031911863,-46.434679443937874,sao paulo,SP
8344,-23.60839853067112,-46.45093488536562,sao paulo,SP
8310,-23.63295667110052,-46.46090903788448,sao paulo,SP
8340,-23.618298375246354,-46.45852502641048,sao paulo,SP
8391,-23.85920023380768,-46.708474228442746,são paulo,SP
8450,-23.539390973628056,-46.40558766694557,sao paulo,SP
8430,-23.53253894532287,-46.42331708021234,são paulo,SP
8411,-23.55512973105776,-46.41553279239999,sao paulo,SP
8420,-23.552100149323145,-46.4452853997018,sao paulo,SP
8421,-23.569179969298748,-46.41940490115958,sao paulo,SP
8451,-23.542061405505155,-46.39838470191586,sao paulo,SP
8452,-23.53930161993744,-46.39311345476973,sao paulo,SP
8485,-23.59677856702638,-46.41115888190316,sao paulo,SP
8431,-23.525436666945577,-46.413071696087485,sao paulo,SP
8577,-23.48262344063541,-46.37448952833195,itaquaquecetuba,SP
8530,-23.535776999999943,-46.37282749999997,ferraz de vasconcelos,SP
8598,-23.464295023583936,-46.32874959104104,itaquaquecetuba,SP
8599,-23.462597421592825,-46.3353165488443,itaquaquecetuba,SP
8505,-23.551383836506066,-46.36863715408518,ferraz de vasconcelos,SP
8550,-23.522975748542905,-46.33702048557326,poá,SP
8597,-23.462031548997665,-46.31061107152333,itaquaquecetuba,SP
8510,-23.55835160395378,-46.36234960033054,ferraz de vasconcelos,SP
8574,-23.5058251445761,-46.36203651019921,itaquaquecetuba,SP
8583,-23.43567309991361,-46.38032799842931,itaquaquecetuba,SP
8593,-23.442644999999946,-46.31869249999997,itaquaquecetuba,SP
8541,-23.52145430890418,-46.37456588259565,ferraz de vasconcelos,SP
8615,-23.54736980354735,-46.30311358926496,suzano,SP
8694,-23.514412877515863,-46.29686985093653,suzano,SP
8674,-23.54981766773588,-46.31698283355356,suzano,SP
8676,-23.552826070523995,-46.3066973449648,suzano,SP
8670,-23.5436033761962,-46.33126001623194,suzano,SP
8673,-23.54646763188849,-46.31743880609893,suzano,SP
8630,-23.654854689614456,-46.32307649308429,suzano,SP
8695,-23.496645618183383,-46.27632104849606,suzano,SP
8655,-23.603799285142266,-46.30881321689727,suzano,SP
8686,-23.534755720078792,-46.28786721968291,suzano,SP
8717,-23.535324166918866,-46.1906669977593,mogi das cruzes,SP
8790,-23.528610738236747,-46.16789925641224,mogi das cruzes,SP
8773,-23.517127104923187,-46.19066721624193,mogi das cruzes,SP
8710,-23.51937483109403,-46.19269037743349,mogi das cruzes,SP
8775,-23.49693002789165,-46.185351975305366,mogi das cruzes,SP
8715,-23.525175467008275,-46.18439180158016,mogi das cruzes,SP
8752,-23.551706513599484,-46.260979398542325,mogi das cruzes,SP
8740,-23.544406046716265,-46.21332645656752,mogi das cruzes,SP
8750,-23.55051256463368,-46.249246969798506,mogi das cruzes,SP
8763,-23.58460518686723,-46.23073102478502,mogi das cruzes,SP
8820,-23.512628393866617,-46.15269778088044,mogi das cruzes,SP
8832,-23.516913648399584,-46.10417245526518,mogi das cruzes,SP
9070,-23.653211574239744,-46.55446338438468,santo andre,SP
9041,-23.666655446303828,-46.53485782638931,santo andre,SP
9090,-23.65198043825374,-46.54095207799065,santo andre,SP
9010,-23.659814137170077,-46.52676210599556,santo andre,SP
9015,-23.665703457960586,-46.51808196779969,santo andre,SP
9020,-23.66033225007211,-46.52820295475792,santo andre,SP
9040,-23.730677044241958,-46.47813835714726,santo andre,SP
9030,-23.670374418102146,-46.525675033179645,santo andré,SP
9111,-23.66721675288362,-46.49913206319721,santo andre,SP
9171,-23.70007597807146,-46.512702481822366,santo andre,SP
9185,-23.685925683045728,-46.530850034133564,santo andre,SP
9182,-23.694369129061094,-46.53028316527214,santo andré,SP
9121,-23.687193239224257,-46.498261391639694,santo andre,SP
9110,-23.668312295314184,-46.50547970468581,santo andre,SP
9130,-23.681251529834388,-46.509166226470136,santo andré,SP
9190,-23.66875959201334,-46.53653409354255,santo andré,SP
9181,-23.687604648912163,-46.526392163742905,santo andre,SP
9230,-23.61571809769749,-46.53118432278263,santo andre,SP
9220,-23.624784000000005,-46.53954225000001,santo andré,SP
9290,-23.64309058728148,-46.51261568180499,santo andre,SP
9210,-23.637285303364266,-46.519363822926856,santo andre,SP
9260,-23.627599742714523,-46.49554835636796,santo andre,SP
9270,-23.63888466388715,-46.49858921994927,santo andre,SP
9291,-23.645729347481154,-46.518892643487824,santo andre,SP
9240,-23.62936402042012,-46.52450728432847,santo andre,SP
9241,-23.634036409637226,-46.5224455154359,santo andre,SP
9350,-23.68011442853022,-46.4524537436668,maua,SP
9351,-23.680906533441068,-46.43319342105705,maua,SP
9330,-23.66203473621403,-46.43295618463559,maua,SP
9371,-23.66930462115525,-46.48159847045406,maua,SP
9360,-23.678798920064235,-46.45947764149177,mauá,SP
9361,-23.705183776848084,-46.45744742091284,maua,SP
9310,-23.67517847547439,-46.44983266763805,maua,SP
9321,-23.64642952510253,-46.433690298084144,maua,SP
9331,-23.6730025405404,-46.41990468550459,maua,SP
9390,-23.65852158573596,-46.45154258453908,maua,SP
9320,-23.656676689970634,-46.44420755410021,mauá,SP
9400,-23.712947685815696,-46.40855396350052,ribeirão pires,SP
9405,-23.70206320161832,-46.40534820551376,ribeirao pires,SP
9416,-23.73407261059953,-46.44241000920845,ribeirao pires,SP
9411,-23.71719840652404,-46.395777768729744,ribeirão pires,SP
9415,-23.75156370006625,-46.44223090761778,ribeirao pires,SP
9434,-23.657379641968312,-46.37402022795534,ribeirao pires,SP
9560,-23.626053031363607,-46.554888478215695,sao caetano do sul,SP
9540,-23.625773999999996,-46.56855299278663,sao caetano do sul,SP
9530,-23.61776447100232,-46.574964586733216,sao caetano do sul,SP
9570,-23.637496609498484,-46.57411344809283,sao caetano do sul,SP
9541,-23.62105546378897,-46.56510050291419,sao caetano do sul,SP
9572,-23.6436479625422,-46.56386065319333,sao caetano do sul,SP
9668,-23.6593305,-46.61609849999999,sao bernardo do campo,SP
9618,-23.66682232944774,-46.56472102827652,sao bernardo do campo,SP
9627,-23.65609467718869,-46.56810262888819,sao bernardo do campo,SP
9619,-23.66594814120814,-46.56326420731818,sao bernardo do campo,SP
9691,-23.66967527586777,-46.588902340056265,sao bernardo do campo,SP
9661,-23.658965580904837,-46.59704298946843,sao bernardo do campo,SP
9601,-23.67195566956539,-46.559180836442245,sao bernardo do campo,SP
9628,-23.66148702746846,-46.56416174311855,sao bernardo do campo,SP
9710,-23.70899726008409,-46.54812620982171,sao bernardo do campo,SP
9791,-23.745424737345683,-46.53027828796294,são bernardo do campo,SP
9780,-23.71688471949829,-46.54199108267673,sao bernardo do campo,SP
9750,-23.688917125468198,-46.552552123595405,sao bernardo do campo,SP
9751,-23.693028139881143,-46.54695362280001,sao bernardo do campo,SP
9715,-23.71457923606073,-46.54581156219319,são bernardo do campo,SP
9771,-23.707328035575863,-46.53661757455686,sao bernardo do campo,SP
9720,-23.71933860892157,-46.5517479343586,sao bernardo do campo,SP
9725,-23.699353075768943,-46.5600310818858,sao bernardo do campo,SP
9785,-23.71117841564154,-46.52905344796408,sao bernardo do campo,SP
9783,-23.72591113036746,-46.52684048073672,sao bernardo do campo,SP
9861,-23.695889045942334,-46.58174395098847,sao bernardo do campo,SP
9811,-23.72527983484343,-46.55702673772287,sao bernardo do campo,SP
9850,-23.724134173502662,-46.57554561519289,sao bernardo do campo,SP
9821,-23.754591275422783,-46.554812236171614,sao bernardo do campo,SP
9810,-23.723129438830654,-46.557639356367936,sao bernardo do campo,SP
9812,-23.724048365774344,-46.57360861668318,sao bernardo do campo,SP
9852,-23.734683000000004,-46.5836445,sao bernardo do campo,SP
9891,-23.687603634456785,-46.568897601996674,sao bernardo do campo,SP
9841,-23.74799125451551,-46.57760896225976,sao bernardo do campo,SP
9843,-23.77796700043484,-46.60196970048699,sao bernardo do campo,SP
9846,-23.75691837754082,-46.60261757870602,sao bernardo do campo,SP
9961,-23.716539426075457,-46.60164008391423,diadema,SP
9941,-23.676081379969936,-46.60577024158935,diadema,SP
9912,-23.687830870996216,-46.61065511474994,diadema,SP
9950,-23.684721443793656,-46.58409388868383,diadema,SP
9951,-23.69007059755325,-46.59995236023442,diadema,SP
9921,-23.68126777542048,-46.612177805125086,diadema,SP
9952,-23.69203911516186,-46.598344869217904,diadema,SP
11045,-23.96112504302036,-46.32316061267247,santos,SP
11020,-23.962449666397312,-46.31498829170751,santos,SP
11065,-23.9678895545329,-46.34412123980033,santos,SP
11070,-23.961812938897538,-46.34427982528125,santos,SP
11030,-23.981964066882146,-46.31003955926474,santos,SP
11040,-23.97025376741302,-46.31830300014421,santos,SP
11060,-23.967052416613654,-46.33691592783774,santos,SP
11035,-23.976779752697844,-46.302225428386,santos,SP
11010,-23.93465945090488,-46.331065142884974,santos,SP
11095,-23.926204437438788,-46.37268016740089,santos,SP
11080,-23.939877339083907,-46.34736558110254,santos,SP
11250,-23.82834010075353,-46.1430173832652,bertioga,SP
11360,-23.94088407026239,-46.39535499629063,sao vicente,SP
11320,-23.97242519856393,-46.371264531333615,sao vicente,SP
11432,-23.9868178398992,-46.2684461778621,guaruja,SP
11420,-24.014614278217262,-46.274569798459225,guaruja,SP
11450,-23.939318620030072,-46.30539278864907,guaruja,SP
11431,-23.99777832361936,-46.2767638411045,guaruja,SP
11441,-23.976634505135888,-46.22712170566676,guarujá,SP
11446,-23.940592627531885,-46.18049042714523,guaruja,SP
11533,-23.925988916770564,-46.40841448983772,cubatao,SP
11542,-23.9125005,-46.4629455,cubatao,SP
11520,-23.90043313112842,-46.423940795026745,cubatao,SP
11680,-23.43162669109582,-45.07722870122336,ubatuba,SP
11630,-23.83182304604652,-45.37368542232557,ilhabela,SP
11600,-23.753948510964275,-45.41325199417162,sao sebastiao,SP
11667,-23.679118232222425,-45.43501375902471,caraguatatuba,SP
11665,-23.64498629682881,-45.42645011145103,caraguatatuba,SP
11673,-23.6376693781232,-45.440386507791175,caraguatatuba,SP
11730,-24.11716945934433,-46.701075415691164,mongagua,SP
11740,-24.149651009642906,-46.7480979001278,itanhaem,SP
11701,-24.011288218359883,-46.41873374429398,praia grande,SP
11702,-24.01704140383171,-46.44291733028447,praia grande,SP
11750,-24.30942886354128,-46.991091315656,peruibe,SP
11704,-24.026786758814687,-46.49304889148245,praia grande,SP
11720,-24.005678375238077,-46.45598089924407,praia grande,SP
11930,-24.72923631512427,-47.8751448746274,pariquera-acu,SP
11900,-24.49203032806276,-47.83413137913321,registro,SP
11990,-25.011812317282136,-47.930451004516165,cananéia,SP
12020,-23.022733959878504,-45.55651892606318,taubate,SP
12041,-23.02953434000798,-45.5778979314444,taubaté,SP
12120,-22.96042599570272,-45.55027479123935,tremembe,SP
12236,-23.24656095920133,-45.89750073411618,são josé dos campos,SP
12243,-23.201781118789317,-45.89567007799064,sao jose dos campos,SP
12230,-23.221431461827063,-45.888163895493165,sao jose dos campos,SP
12246,-23.221587583126546,-45.90665169219235,sao jose dos campos,SP
12223,-23.177101169859764,-45.81776014738297,sao jose dos campos,SP
12242,-23.199958288100813,-45.90849172981701,sao jose dos campos,SP
12284,-23.11125490674591,-45.70176767124474,cacapava,SP
12280,-23.098284219545235,-45.70330750943507,cacapava,SP
12216,-23.201181199001663,-45.88358210352587,sao jose dos campos,SP
12226,-23.21370730659085,-45.80156830474517,sao jose dos campos,SP
12215,-23.18093790397594,-45.86936250721335,sao jose dos campos,SP
12232,-23.27507448002016,-45.889107474000994,sao jose dos campos,SP
12231,-23.215086943101173,-45.88965270330085,sao jose dos campos,SP
12209,-23.178732139332883,-45.88971125520799,são josé dos campos,SP
12238,-23.263785424892976,-45.91583795162459,são josé dos campos,SP
12247,-23.26576982024265,-45.912724345959454,sao jose dos campos,SP
12233,-23.23724961587513,-45.88082955926476,sao jose dos campos,SP
12286,-23.110653666945577,-45.71729604454958,cacapava,SP
12282,-23.105272201223368,-45.6969888388828,cacapava,SP
12297,-23.088769333891143,-45.68971884485543,cacapava,SP
12288,-23.09500364408646,-45.71081593229389,caçapava,SP
12328,-23.28798077892242,-45.9570349350898,jacarei,SP
12327,-23.29818595956356,-45.974828011182304,jacarei,SP
12320,-23.31192262669516,-45.97728873160601,jacarei,SP
12308,-23.30139631473257,-45.96172658840667,jacarei,SP
12324,-23.31311508964741,-46.0026232857349,jacarei,SP
12312,-23.303587327226044,-45.92931482292686,jacarei,SP
12329,-23.29535980766344,-45.937806673610666,jacarei,SP
12446,-22.88888864399442,-45.36419384790422,pindamonhangaba,SP
12411,-22.932821929423746,-45.44848162439036,pindamonhangaba,SP
12414,-22.947077373511533,-45.40828743495752,pindamonhangaba,SP
12420,-22.945064470526344,-45.46371952947366,pindamonhangaba,SP
12405,-22.92373230073036,-45.44167505845967,pindamonhangaba,SP
12514,-22.793294840815463,-45.19745881614868,guaratinguetá,SP
12510,-22.79615651556581,-45.2089052377769,guaratingueta,SP
12630,-22.66402169969416,-45.00665755897629,cachoeira paulista,SP
12605,-22.75162984425566,-45.08964193252266,lorena,SP
12701,-22.577927804605014,-44.95825089647411,cruzeiro,SP
12940,-23.112774381969185,-46.5488845105504,atibaia,SP
12900,-22.95669060421837,-46.54087248750651,braganca paulista,SP
12954,-23.098863635889412,-46.54789512763439,atibaia,SP
12942,-23.120273860118864,-46.56362790244673,atibaia,SP
12929,-22.946012455450425,-46.52383551318598,braganca paulista,SP
12913,-22.95750491772243,-46.52488623678449,braganca paulista,SP
12908,-22.934583000000003,-46.54834199999999,braganca paulista,SP
12948,-23.22017151832604,-46.59456789751276,atibaia,SP
12952,-23.14492333670709,-46.539830386938746,atibaia,SP
12919,-22.970773875382307,-46.54923643658029,braganca paulista,SP
12924,-23.01778836599993,-46.52244499999995,braganca paulista,SP
12953,-23.09537257517733,-46.6002934902457,atibaia,SP
13023,-22.898536428530225,-47.063125168330544,campinas,SP
13070,-22.895876357204664,-47.0791850342778,campinas,SP
13045,-22.92841942957608,-47.03706900304376,campinas,SP
13091,-22.86623673772286,-47.02516561962605,campinas,SP
13035,-22.9099533208494,-47.08185090507247,campinas,SP
13041,-22.917053295025724,-47.061757854838746,campinas,SP
13087,-22.85275770752771,-47.05510214136723,campinas,SP
13092,-22.88929691756595,-47.02178184540367,campinas,SP
13015,-22.90124134639356,-47.05512845102415,campinas,SP
13067,-22.854651104564187,-47.160697766786136,campinas,SP
13025,-22.903434628368608,-47.05276681724273,campinas,SP
13058,-22.950289907294163,-47.182224818627695,campinas,SP
13044,-22.95282064788205,-47.02865383550558,campinas,SP
13059,-22.946206445520712,-47.13505192996653,campinas,SP
13040,-22.926904742714527,-47.067241683593984,campinas,SP
13024,-22.889641421316863,-47.05668446918465,campinas,SP
13030,-22.92991227115403,-47.07189552530681,campinas,SP
13088,-22.8475181626464,-47.03552279669915,campinas,SP
13050,-22.93221846205146,-47.096790459495125,campinas,SP
13043,-22.933200411915568,-47.04106490766075,campinas,SP
13082,-22.829166690333924,-47.09886947241718,campinas,SP
13080,-22.850658848462096,-47.071669269086456,campinas,SP
13098,-22.820080499999992,-47.03556149999999,campinas,SP
13060,-22.943830511384977,-47.11233196480047,campinas,SP
13056,-22.98722237101393,-47.151072819246686,campinas,SP
13026,-22.913757387731557,-47.045573963500495,campinas,SP
13053,-23.042523405216706,-47.13296873550117,campinas,SP
13013,-22.91123520843672,-47.05819755314793,campinas,SP
13054,-22.98752993345535,-47.11656504772553,campinas,SP
13076,-22.88255076242137,-47.04691965736627,campinas,SP
13083,-22.805125239800333,-47.07162026686478,campinas,SP
13068,-22.865111251236048,-47.15255915401864,campinas,SP
13063,-22.89809240895431,-47.1053676157896,campinas,SP
13049,-22.968689563239053,-47.0735568816794,campinas,SP
13160,-22.559120480675748,-47.16516839542564,artur nogueira,SP
13186,-22.887514996879027,-47.19573904628551,hortolandia,SP
13178,-22.800362898695823,-47.21833340077328,sumare,SP
13157,-22.63269209289212,-47.20099171014733,cosmopolis,SP
13150,-22.630409321010436,-47.20184824565054,cosmopolis,SP
13185,-22.904356478404523,-47.1755015158131,hortolândia,SP
13105,-22.89082402420255,-46.9816531677612,campinas,SP
13170,-22.828654864562257,-47.267296160568925,sumare,SP
13145,-22.73306060560335,-47.17829082930352,paulínia,SP
13171,-22.83415780460501,-47.27774968734491,sumare,SP
13180,-22.81344361844933,-47.17188935591158,sumare,SP
13188,-22.894244007858305,-47.23358323658409,hortolândia,SP
13177,-22.813951149316207,-47.22434086940969,sumare,SP
13183,-22.84130864526152,-47.21940877608377,hortolandia,SP
13173,-22.79157326172888,-47.283156581597325,sumare,SP
13175,-22.811418577663336,-47.24177202124911,sumare,SP
13165,-22.487091860243755,-47.21575974696741,engenheiro coelho,SP
13101,-22.90081444463038,-46.99864279239999,campinas,SP
13189,-22.867252818816223,-47.23172936395768,hortolandia,SP
13253,-22.993820438600167,-46.81014454759541,itatiba,SP
13283,-23.01011064782791,-46.98368633960173,vinhedo,SP
13208,-23.190172576172973,-46.891633311270105,jundiai,SP
13280,-23.035339717467757,-46.97157885039535,vinhedo,SP
13212,-23.151712385018914,-46.97128780668247,jundiai,SP
13290,-23.08412527710581,-46.98121307089687,louveira,SP
13270,-22.976619071841363,-47.01071509319301,valinhos,SP
13207,-23.1954527149576,-46.885125855675454,jundiai,SP
13219,-23.187084388467,-46.8516474016882,jundiai,SP
13211,-23.179889672043977,-46.928510109318665,jundiai,SP
13272,-22.94509412337182,-46.99793671529901,valinhos,SP
13206,-23.211714582578274,-46.8753760355472,jundiaí,SP
13273,-22.946686728177077,-46.9746763873937,valinhos,SP
13225,-23.221738357943583,-46.8463421029226,varzea paulista,SP
13257,-22.995677703232374,-46.857106243157794,itatiba,SP
13232,-23.20706431353269,-46.760735214610754,campo limpo paulista,SP
13214,-23.148804478137823,-46.92948882832884,jundiaí,SP
13295,-23.15915219401001,-47.05820782584106,itupeva,SP
13201,-23.192759454717024,-46.87833704570238,jundiai,SP
13278,-23.00828704369726,-47.00919837209965,valinhos,SP
